gastvrouw	'xAst-frA+w
zapruder-film	'zAp-ry-d@r-'fIlm
rechtsterm	'rExts-tErm
plaatpers	'plat-pErs
schaamteloosheid	sxam-t@-'los-hE+t
schrijver-miljonair	'sxrE+-v@r-mIl-jo-'nE:r
koploopster	'kOp-lop-st@r
verhaaltechniek	v@r-'hal-tEx-nik
massaslachting	'mA-sAs-lAx-tIN
ondank	'On-dANk
tentenopvang	'tEn-t@-nOp-fAN
luchtbevochtiger	'lYGd-b@-vOx-t@-G@r
soci&euml;teit	so-si-j@-'tE+t
onbeschoftheid	Om-b@-'sxOft-hE+t
gortmolen	'xOrt-mo-l@
spijtoptant	spE+t-Op-'tAnt
militieraad	mi-'li-tsi-rat
dreun	'dr2n
breedbek	'bred-bEk
pizzafabrikant	'pI-za-fA-bri-kAnt
overgevoeligheid	'o-v@r-G@-vu-l@x-hE+t
glaselektrode	'xlAs-e-lEk-tro-d@
kreveling	'kre-v@-lIN
reflectiepsychologie	r@-'flEk-si-psi-xo-lo-Gi
hoenderhof	'hun-d@r-hOf
hakkepoffer	'hA-k@-pO-f@r
schepeling	'sxe-p@-lIN
melkkoorts	'mEl-korts
trassaat	trA-'sat
ontvoogding	Ont-'foG-dIN
klaverboer	kla-v@r-'bur
boeman	'bu-mAn
bernardijn	bEr-nAr-'dE+n
stroomafnemer	'strom-Af-ne-m@r
lompenhandelaar	'lOm-p@-hAn-d@-lar
bouwvakkersspleet	'bA+w-vA-k@rs-plet
wallingant	wA-lI-'NAnt
dwarskrachtcompensatie	'dwArs-krAxt-kOm-pEn-za-tsi
tutsi-legereenheid	'tYt-si-'le-G@-ren-hE+t
interdependentie	In-t@r-de-pEn-'dEn-si
bankdirecteur	'bANg-di-rEk-t2r
vakbewegingskring	'vAg-b@-we-GINs-krIN
pattontank	'pE-t@n-tENk
regieassistente	r@-'Gi-A-si-stEn-t@
laboratoriumtraining	la-bo-ra-'to-ri-jYm-tre-nIN
bestaanszin	b@-'stan-sIn
vaarweg	'var-wEx
onverlaat	'On-v@r-lat
moutazijn	'mA+t-a-zE+n
inzage	'In-za-G@
atletiekpiste	At-le-tik-'pIs-t@
vraatzucht	'vrat-sYxt
documentenkoffer	do-ky-'mEn-t@-kO-f@r
paddenoverzet	'pA-d@-no-v@r-zEt
jongerenwereld	'jO-N@-r@n-we-r@lt
zandaal	'zAn-dal
hepi-vakantie	he-'pi-va-'kAn-si
mammon	'mA-mOn
kapitaal	kA-pi-'tal
scheppingstheorie	'sxE-pINs-te-jo-ri
postiche	pOs-'tiS
ns-woordvoerder	En-'Es-'wort-fur-d@r
denkarbeid	'dENk-Ar-bE+t
evenwichtstoestand	'e-v@n-wIxts-tu-stAnt
motorexpositie	mo-to-rEks-po-'zit-si
schaalverkleining	'sxal-v@r-klE+-nIN
spiercontractie	'spir-kOn-trAk-si
amateurploeg	a-ma-'t2r-plux
kleurencombinatie	'kl2-r@-kOm-bi-na-tsi
koekjesfabriek	'kuk-j@s-fA-brik
kruidnagelboom	'krY+d-na-G@l-bom
doorsneevrouw	'dors-ne-vrA+w
travellercheque	tra-vE-l@r-'SEk
ministersvrouw	mi-'nIs-t@rs-frA+w
penningsteen	'pE-nIN-sten
afranseling	'Af-rAn-s@-lIN
burgerbevolking	'bYr-G@r-b@-vOl-kIN
sportsector	'spOrt-sEk-tOr
tafelgenote	'ta-f@l-G@-no-t@
landinrichting	'lAnd-In-rIx-tIN
navo-vloot	'na-vo-'vlot
plattelander	plA-t@-'lAn-d@r
hoerenmadam	'hu-r@-ma-dAm
zatladder	'zAt-lA-d@r
c-sleutel	'se-sl2-t@l
ikheid	'Ik-hE+t
meerderjarigheid	mer-d@r-'ja-r@x-hE+t
hebbenlijst	'hE-b@-nlE+st
hijglijn	'hE+G-lE+n
huzarensla	hy-'za-r@-sla
kassabon	'kA-sa-bOn
blauwhelm	'blA+w-hElm
papierschaarste	pa-'pir-sxars-t@
serieverkrachter	se-'ri-v@r-krAx-t@r
filterpot	'fIl-t@r-pOt
zaterdagcompetitie	'za-t@r-dAx-kOm-p@-ti-tsi
diermeel	'dir-mel
snoeit	'snujt
klasagenda	kla-sa-'GEn-da
windzijde	'wInt-sE+-d@
hormoonzalf	hOr-'mon-zAlf
plaatschuif	'plat-sxY+f
slaglijn	'slAG-lE+n
chirurge	Si-'rYr-G@
natura	na-'ty-ra
borstrok	'bOrst-rOk
vito-bus	'vi-to-'bYs
perkaline	pEr-ka-'li-n@
eerstehulp-arts	'er-st@-hYlp-'Arts
weekopdracht	'we-kOb-drAxt
geloofsbrief	x@-'lovz-brif
pati&euml;ntenregistratie	pA-'SEn-t@-re-Gi-stra-tsi
conversatietoon	kOn-v@r-'za-tsi-ton
aprilmaand	A-'prIl-mant
waarschijnlijkheidsrekening	war-'sxE+n-l@k-hE+ts-re-k@-nIN
overbezetting	'o-v@r-b@-zE-tIN
spanwijdte	'spAn-wE+-t@
feestmars	'fest-mArs
regeringsperiode	r@-'Ge-rINs-pe-ri-jo-d@
buitenspelpositie	bY+-t@-'spEl-po-zi-tsi
uitoefening	'Y+t-u-f@-nIN
eigengereidheid	E+-G@-G@-'rE+t-hE+t
flessendrager	'flE-s@-dra-G@r
verliefdheid	v@r-'lift-hE+t
beroepensfeer	b@-'ru-p@-sfer
verwennerij	v@r-wE-n@-'rE+
diarree	di-jA-'re
opruier	'Op-rY+-j@r
landgoed	'lAnt-xut
markgenoot	'mArk-x@-not
lekenrechtspraak	'le-k@-rExt-sprak
zinsmelodie	'zIns-me-lo-di
sint-bernardshond	sInd-'bEr-nArts-hOnt
engineeringsklus	En-Gi-'ne-rINs-klYs
diamantfirma	di-ja-'mAnt-fIr-ma
eilander	'E+-lAn-d@r
publiciteit	py-bli-si-'tE+t
porseleinaarde	pOr-s@-'lE+n-ar-d@
uitrusting	'Y+t-rYs-tIN
begaanbaarheid	b@-'Gam-bar-hE+t
woningcorporatie	'wo-nIN-kOr-po-ra-tsi
autofabrikant	A+-to-fA-bri-'kAnt
lijmpot	'lE+m-pOt
stalkaars	'stAl-kars
hitgeschiedenis	'hIt-x@-sxi-d@-nIs
oud-legerleider	'A+t-'le-G@-rlE+-d@r
spillebeen	'spI-l@-ben
broedhen	'brut-hEn
beursheid	'b2rs-hE+t
wijnhevel	'wE+n-he-v@l
casino-avond	'ka-zi-no-'a-vOnt
wereldkunde	'we-r@lt-kYn-d@
tussenruimte	'tY-s@-rY+m-t@
stommel	'stO-m@l
magerzucht	'ma-G@r-zYxt
staforganisatie	'stAf-Or-Ga-ni-za-tsi
salamipolitiek	sa-'la-mi-po-li-tik
amateursband	a-ma-'t2rz-bAnt
railverkeersleiding	'rel-v@r-ker-slE+-dIN
koubeitel	'kA+-bE+-t@l
wederontmoeting	'we-d@r-Ont-mu-tIN
froel	'frul
erfgrens	'Erf-xrEns
teer	'ter
actualiteit	Ak-ty-wa-li-'tE+t
feodaliteit	fe-jo-da-li-'tE+t
wereldverbetering	'we-r@lt-f@r-be-t@-rIN
eenkamerwoning	eN-'ka-m@r-wo-nIN
betoming	b@-'to-mIN
voorbil	'vor-bIl
ruitertroep	'rY+-t@r-trup
jazzpianist	'dZEs-pi-ja-nIst
aanbodstructuur	'am-bOt-strYk-tyr
jalappe	ja-'lA-p@
jongensvriend	'jO-N@s-frint
kwartiermuts	kwAr-'tir-mYts
architectuurwandeling	Ar-xi-tEk-'tyr-wAn-d@-lIN
lepelslang	'le-p@l-slAN
handelsmagnaat	'hAn-d@ls-mAG-nat
suffragette	sy-fra-'ZE-t@
cue	'kju
nicola&iuml;	'ni-ko-lAj
kettingreactie	'kE-tIN-re-jAk-si
reservehoeveelheid	r@-'zEr-v@-hu-vel-hE+t
beenbreuk	'bem-br2k
panharing	'pAn-ha-rIN
distinctie	dIs-'tINk-si
dwarsheid	'dwArs-hE+t
parochie	pa-'rO-xi
popzender	'pOp-sEn-d@r
stokebrand	'sto-k@-brAnt
allelie	A-le-'li
zedenmeester	'ze-d@-mes-t@r
diaprojectie	di-jAp-ro-'jEk-si
levensverzekeringmaatschappij	'le-v@s-f@r-ze-k@-rIN-mat-sxA-pE+
monsterboor	'mOn-st@r-bor
spit	'spIt
dataprocessing	'da-ta-pro-sE-sIN
ziekenhuisperiode	'zi-k@-hY+s-pe-ri-jo-d@
cultuursfeer	kYl-'tyr-sfer
maandroos	'mand-ros
basisstatistiek	'ba-z@-sta-tIs-tik
cotangens	'ko-tA-N@ns
hospitaliteit	hOs-pi-ta-li-'tE+t
scherfwond	'sxErf-wOnt
tantaal	tAn-'tal
spie	'spi
koorleider	'kor-lE+-d@r
woelrat	'wul-rAt
spin	'spIn
spil	'spIl
aanspoorder	'an-spor-d@r
landbouwbank	'lAnd-bA+w-bANk
speluitleen	'spEl-Y+t-len
heresie	he-r@-'zi
armenverzorger	'Ar-m@-v@r-zOr-G@r
temp&eacute;	tEm-'pe
kredietfaciliteit	kr@-'dit-fa-si-li-tE+t
zielmis	'zil-mIs
voltmeter	'vOlt-me-t@r
rietmat	'rit-mAt
monkeling	'mON-k@-lIN
sojaboon	'so-ja-bon
frisco	'frIs-ko
japongarnering	ja-pO-NAr-ne-'rIN
appelstroop	'A-p@l-strop
werkverhouding	'wErk-f@r-hA+-dIN
kroegvriend	'krux-frint
buisharing	'bY+s-ha-rIN
plaatsdeur	'pladz-d2r
professorbaan	pro-fE-sOr-'ban
scharenslijper	'sxa-r@-slE+-p@r
rondleiding	'rOnd-lE+-dIN
puntbol	'pYnd-bOl
voornoen	'vor-nun
soppigheid	'sO-p@x-hE+t
plezierboot	pl@-'zir-bot
lijmfabriek	'lE+m-fA-brik
protestcampagne	pro-'tEst-kAm-pAG-n@
belezing	b@-'le-zIN
mintlucht	'mIn-tlYxt
kohl	'kol
literatuurprijs	li-t@-ra-'tyr-prE+s
spoedarbitrage	'spu-dAr-bIt-ra-G@
zielenadel	'zi-l@-a-d@l
troonswisseling	'trons-wI-s@-lIN
domheid	'dOm-hE+t
hypoplasie	hi-po-pla-'zi
ruitentikker	'rY+-t@-tI-k@r
paniekstemming	pa-'nik-stE-mIN
metsersbaas	'mEt-s@rz-bas
parachutist	pa-ra-Sy-'tIst
pruimenboomgaard	'prY+-m@-bom-Gart
kreeftenvisser	'kref-t@-vI-s@r
hond	'hOnt
klaverdrie	kla-v@r-'dri
desorganisatie	dEs-Or-Ga-ni-'za-tsi
enqu&ecirc;testilte	AN-'kE:-t@-stIl-t@
verdwazing	v@r-'dwa-zIN
huzarensalade	hy-za-r@-sa-'la-d@
vanilleplant	va-'nI-l@p-lAnt
gombal	'xOm-bAl
kroephoest	'krup-hust
zadeltas	'za-d@l-tAs
samenrotting	'sa-m@n-rO-tIN
pariteitentafel	pa-ri-'tE+-t@-ta-f@l
accusativus	'A-ky-za-ti-vYs
lentenacht	'lEn-t@-nAxt
productie-uitbreiding	pro-'dYk-si-'Y+d-brE+-dIN
regenwaterriolering	're-G@-nwa-t@-ri-jo-le-rIN
kampioenschapswedstrijd	'kAm-pi-jun-sxAps-wEts-trE+t
fieselemie	fi-z@-l@-'mi
korenbrander	'ko-r@n-brAn-d@r
dwergkwartel	'dwErx-kwAr-t@l
alchemie	Al-xe-'mi
tuinkabouter	'tY+N-ka-bA+-t@r
voogdij-instelling	voG-'dE+-In-stE-lIN
goudsmokkel	'xA+ts-mO-k@l
duurtebijslag	'dyr-t@-bE+-slAx
begeleidingsrelatie	b@-G@-'lE+-dINs-r@-la-tsi
boiler	'bOj-l@r
monitrice	mo-nIt-'ri-s@
zendingsactiviteit	'zEn-dINs-Ak-ti-vi-tE+t
geschiedschrijving	x@-'sxit-sxrE+-vIN
verkeersader	v@r-'kers-a-d@r
lichtgewonde	lIxt-x@-'wOn-d@
vvd-kop	ve-ve-'de-kOp
voorbereidingsfase	'vor-b@-rE+-dINs-fa-z@
foetsie	'fut-si
varkensfokker	'vAr-k@s-fO-k@r
dunschiller	'dYn-sxI-l@r
herinneringsbrief	hE-rI-ne-rINz-'brif
struikvorm	'strY+k-fOrm
noordlinie	'nor-tli-ni
toepassingenkant	'tu-pA-sI-N@N-kAnt
armvol	'Arm-vOl
victorie	vIk-'to-ri
genezingsmogelijkheid	x@-'ne-zINs-mo-G@-l@k-hE+t
uno-analyse	y-En-'o-A-na-'li-s@
keuterboer	'k2-t@r-bur
treinwachter	'trE+n-wAx-t@r
schaatsenband	'sxat-s@-bAnt
academie	a-ka-'de-mi
betaaltelevisie	b@-'tal-te-l@-vi-zi
maagbloeding	'maG-blu-dIN
fotokopie	'fo-to-ko-pi
smartkreet	'smArt-kret
arrestantenbus	'A-r@s-tAn-t@m-bYs
ballenstudent	bA-l@s-ty-'dEnt
tandvleesontsteking	'tAnt-fles-Ont-ste-kIN
inontvangstneming	In-Ont-'fANst-ne-mIN
gigolo	'Zi-go-lo
korenschoof	'ko-r@n-sxof
kringbeweging	'krIN-b@-we-GIN
veldonafhankelijkheid	'vElt-On-Af-hAN-k@-l@k-hE+t
krantenfoto	'krAn-t@-fo-to
binnenkoer	'bI-n@-kur
verlofaanvraag	v@r-'lOf-an-vrax
waddenkust	'wA-d@-kYst
schotjesgeest	'sxOt-j@s-xest
filmtickets	'fIlm-tI-k@ts
specialiteitenkok	'spek-ja-li-tE+-t@N-kOk
coca&iuml;nesmokkel	ko-ka-'i-n@-smO-k@l
kunstvlucht	'kYnst-flYxt
adaptatie	a-dAp-'ta-tsi
gedragsnorm	x@-'drAxs-nOrm
koudegrondtuinder	kA+-d@-'GrOn-tY+n-d@r
vrouwenfilm	'vrA+-w@-fIlm
lasso	'lA-so
fransleraar	'frAn-sle-rar
looplamp	'lop-lAmp
dubbelelpee	'dY-b@l-El-pe
hak	'hAk
hal	'hAl
ham	'hAm
verheveling	v@r-'he-v@-lIN
zorginstelling	'zOr-GIn-stE-lIN
eedaflegging	'ed-Af-lE-GIN
honderdvragen-pgb	hOn-dErt-'fra-G@-pe-Ge-be
perturbatie	pEr-tYr-'ba-tsi
ganzenveer	'xAn-z@-ver
oogster	'ox-st@r
pennenhouder	'pE-n@-hA+-d@r
hbo-school	ha-be-'o-'sxol
tiendrente	'tind-rEn-t@
dondergod	'dOn-d@r-GOt
knopspeld	'knOp-spElt
persuasie	pEr-sy-'wa-zi
onemanshow	'wAn-mEn-Sow
alikruik	'a-li-krY+k
har	'hAr
oud-ploeggenoot	'A+t-'plu-G@-not
nachtportier	'nAxt-pOr-tir
sulfa	'sYl-fa
grootinquisiteur	'xrot-IN-kwi-si-t2r
nachtronde	'nAxt-rOn-d@
instructieweek	Ins-'trYk-si-wek
begrafenissituatie	b@-Gra-f@-nI-si-ty-'wat-si
principezaak	prIn-'si-p@-zak
survival	sYr-'vAj-v@l
kamerrok	'ka-m@-rOk
strijkkamer	'strE+-ka-m@r
ontogenie	On-to-G@-'ni
eenmansdictatuur	'e-mAnz-dIk-ta-tyr
tennistrainer	'tE-nIs-tre-n@r
dierziekte	'dir-zik-t@
holenduif	'ho-l@-dY+f
prefinanciering	pre-fi-'nAn-si-rIN
verankering	v@-'rAN-k@-rIN
vlieghaven	'vlix-ha-v@
oranjefans	o-'rA-J@-fAns
cocktailsaus	kOk-tel-'sA+s
seizoenarbeidster	sE+-'zun-Ar-bE+t-st@r
mannenkwaal	mA-n@k-'wal
draagtijd	'drax-tE+t
miljardennota	m@l-'jAr-d@-no-ta
veenbrand	'vem-brAnt
dorpsherder	'dOrps-hEr-d@r
bolpen	'bOl-pEn
onderwaardering	'On-d@r-war-de-rIN
nestbouwer	'nEsd-bA+-w@r
doorleving	dor-'le-vIN
koopkrant	'kop-krAnt
mede-eigenares	'me-d@-E+-G@-na-rEs
primage	'pri-ma-Z@
torenblazer	'to-r@m-bla-z@r
drinkster	'drINk-st@r
gedrevenheid	x@-'dre-v@-hE+t
myxomatose	mIk-so-ma-'to-z@
meetbak	'med-bAk
consignant	kOn-sI-'JAnt
vedelaar	've-d@-lar
rekenkamer	're-k@N-ka-m@r
ongevalligheid	ON-G@-'vA-l@x-hE+t
informatievloedgolf	In-fOr-'ma-tsi-vlut-xOlf
sheet	'Sit
hoenderpest	'hun-d@r-pEst
belastingadministratie	b@-'lAs-tIN-Ad-mi-ni-stra-tsi
taille	'tA-j@
gasleiding	'xAs-lE+-dIN
linkerknie	'lIN-k@rk-ni
momentenstelling	mo-'mEn-t@-stE-lIN
treindienst	'trE+n-dinst
wargeest	'wAr-Gest
octavo-uitgave	Ok-'ta-vo-Y+t-xa-v@
loodverf	'lot-fErf
angiogenese	An-Gi-'jo-G@-ne-s@
kooier	'ko-j@r
dansvorm	'dAns-fOrm
aldi-directie	'Al-di-di-rEk-si
rechtsmacht	'rExts-mAxt
vriesnacht	'vris-nAxt
inbedding	'Im-bE-dIN
rijgsteek	'rE+x-stek
leegstand	'lex-stAnt
hoeknippel	'huk-nI-p@l
kleingeestigheid	klE+N-'Ges-t@x-hE+t
wankelbaarheid	'wAN-k@l-bar-hE+t
beslissingsregel	b@-'slI-sINs-re-G@l
aanhanger	'an-hA-N@r
nisbus	'nIz-bYs
flux	'flYks
fractiespecialist	'frAk-sis-pek-ja-lIst
oorwarmer	'or-wAr-m@r
ebstand	'Ep-stAnt
reddingssloep	'rE-dIN-slup
verstechniek	'vErs-tEx-nik
spaarbon	'spar-bOn
orkestmeester	Or-'kEst-mes-t@r
rabdologie	rAb-do-lo-'Gi
annulering	A-ny-'le-rIN
promotieactie	pro-mot-si-'jAk-si
aanloop	'an-lop
buitenlanddirectrice	'bY+-t@-lAn-di-rEk-tri-s@
frul	'frYl
huurblokkering	'hyr-blO-ke-rIN
zalmforel	'zAlm-fo-rEl
rolstempel	'rOl-stEm-p@l
lijnvaart	'lE+n-vart
beurswereld	'b2rs-we-r@lt
arbeidsrelatie	'Ar-bE+ts-r@-la-tsi
massabetoging	'mA-sa-b@-to-GIN
sausmix	'sA+s-mIks
afvoercapaciteit	'A-fur-ka-pa-si-tE+t
rijksregeling	'rE+ks-re-G@-lIN
kunstschool	'kYnst-sxol
interventie-research	In-t@r-'vEn-si-re-se-'jArx
dorstlesser	'dOrst-lE-s@r
skipnaam	'skIp-nam
uitscheiding	'Y+t-sxE+-dIN
barcode	'bAr-ko-d@
vingervaardigheid	'vI-N@r-var-d@x-hE+t
herfsttijd	'hErfs-tE+t
boerendochter	'bu-r@-dOx-t@r
b-attest	'be-A-'tEst
niet-werkende	'nit-'wEr-k@n-d@
binder	'bIn-d@r
interculturaliteit	'In-t@r-kYl-ty-ra-li-tE+t
intelligentie-eigenschap	In-t@-li-'GEn-si-E+-G@-sxAp
bekeerling	b@-'ker-lIN
herrie	'hE-ri
antiekwinkel	An-'tik-wIN-k@l
gehardheid	x@-'hArt-hE+t
aardpeer	'art-per
onwaardigheid	On-'war-d@x-hE+t
voedstervader	'vut-st@r-va-d@r
schaduwkant	'sxa-dyw-kAnt
wagner-clan	'wAG-n@r-'klAn
boekenwinkel	'bu-k@n-wIN-k@l
me-overal	Em-'e-'o-v@-rAl
herrijzenis	hE-'rE+-z@-nIs
keinder	'kE+n-d@r
ader	'a-d@r
makelij	ma-k@-'lE+
bijweg	'bE+-wEx
walrus	'wAl-rYs
weersverandering	'wers-f@r-An-d@-rIN
zomerpostzegel	'zo-m@r-pOst-se-G@l
gewestvorming	x@-'wEst-fOr-mIN
zuidpoort	'zY+t-port
bondieuserie	'bOn-di-j2-s@-ri
handelmaatschappij	'hAn-d@l-mat-sxA-pE+
vn'er	ve-'E-n@r
onontbindbaarheid	On-Ond-'bInd-bar-hE+t
preventiecampagne	pre-vEn-'ti-kAm-pAG-n@
straalaandrijving	'stral-an-drE+-vIN
lichtknop	'lIxt-knOp
adel	'a-d@l
adem	'a-d@m
teleprocessing	'te-l@-pro-sE-sIN
geloofsovertuiging	x@-'lofs-o-v@r-tY+-GIN
verborgenheid	v@r-'bOr-G@-hE+t
kwelgeest	'kwEl-Gest
volzin	'vOl-zIn
waterlozing	'wa-t@r-lo-zIN
creatie	kre-'ja-tsi
overheadprojector	'o-v@r-hE:d-pro-jEk-tOr
supinatie	sy-pi-'na-tsi
maxwell	'mEks-w@l
mosselkreeft	'mO-s@l-kreft
striptease	'strIp-tis
groepspedagogie	'xrups-pe-da-Go-Gi
mba	Em-bi-'je
rumtaart	'rYm-tart
kruimelaar	'krY+-m@-lar
snuitzin	'snY+t-sIn
reorganisatiewijziging	re-jOr-Ga-ni-zat-si-'wE+-z@-GIN
lanterfant	'lAn-t@r-fAnt
meisjesmummie	'mE+s-j@s-mY-mi
stroomleveraar	'strom-le-v@-rar
zorgprocedure	'zOrx-pro-s@-dy-r@
damesmantel	'da-m@s-mAn-t@l
zondaar	'zOn-dar
schurftigheid	'sxYrf-t@x-hE+t
germaniste	xEr-ma-'nIs-t@
grinderij	xrIn-d@-'rE+
visnaam	'vIs-nam
slingerbeweging	'slI-N@r-b@-we-GIN
stempelkaart	'stEm-p@l-kart
flauwerik	'flA+-w@-rIk
schijt	'sxE+t
postal-ploeg	pOs-'tAl-'plux
vuilnismand	'vY+l-nIs-mAnt
boerenplaats	'bu-r@-plats
dopping	'dO-pIN
televisiekunst	te-l@-'vi-zi-kYnst
bletinge	'ble-tI-N@
slikreflex	'slIk-r@f-lEks
eg-vredesconferentie	e-Ge-vre-d@s-kOn-f@-'rEn-si
neotenie	ne-jo-te-'ni
anonymus	a-'no-ni-mYs
raper	'ra-p@r
tamp	'tAmp
doordelegatie	dor-d@-le-'Gat-si
premieheffing	'pre-mi-hE-fIN
multitest	'mYl-ti-tEst
exosfeer	Ek-so-'sfer
euthanasiediscussie	2-ta-na-zi-dIs-'kY-si
benijdster	b@-'nE+t-st@r
veldafhankelijkheid	'vElt-Af-hAN-k@-l@k-hE+t
moerstaal	'mur-stal
meubilering	m2-bi-'le-rIN
gummioverschoen	'xY-mi-o-v@r-sxun
wasprop	'wAs-prOp
zonde	'zOn-d@
verenigingcultuur	v@-'re-n@-GIN-kYl-tyr
kakkebroek	'kA-k@-bruk
televisiepresentator	te-l@-'vi-zi-pre-zEn-ta-tOr
autodiefstal	A+-to-'dif-stAl
schokwerking	'sxOk-wEr-kIN
cultuuroverdracht	kYl-'tyr-o-v@r-drAxt
peperoni	pe-p@-'ro-ni
tijdopname	'tE+d-Op-na-m@
trendwijziging	trEnd-'wE+-z@-GIN
klassenraad	'klA-s@n-rat
vrijheidsoorlog	'vrE+-hE+ts-or-lOx
welzijnsgebied	'wEl-zE+n-sx@-bit
raapkoek	'rap-kuk
plafonnering	pla-fO-'ne-rIN
belastingsadviseur	b@-'lAs-tIN-sAt-fi-z2r
eubiotiek	Y+-bi-jo-'tik
azo	a-'zo
voedingstijd	'vu-dINs-tE+t
negenrest	'ne-G@n-rEst
slotversie	'slOt-fEr-zi
gelegenheid	x@-'le-G@-hE+t
stiefvader	'sti-fa-d@r
haarkleur	'har-kl2r
magneetpleister	mAG-'net-plE+s-t@r
embolie	Em-bo-'li
laurierroos	lA+-'ri-ros
bijval	'bE+-vAl
peluw	'pe-lyw
ontwenningsperiode	Ont-'wE-nINs-pe-ri-jo-d@
opleidingsfase	Op-'lE+-dINs-fa-z@
reiltop	'rE+l-tOp
pesachviering	pe-'sAx-fi-rIN
basketbalploeg	bAs-kEd-'bAl-plux
kostenraming	'kOs-t@-ra-mIN
nevelvlek	'ne-v@l-vlEk
kauwgomoorlog	'kA+w-Go-mor-lOx
vaarstok	'var-stOk
infanteriedivisie	'In-fAn-t@-ri-di-vi-zi
discriminatie	dIs-kri-mi-'na-tsi
wipstoel	'wIp-stul
buitenpartij	'bY+-t@-pAr-tE+
biofysica	bi-jo-'fi-zi-ka
skihut	'ski-hYt
heliometer	he-li-jo-'me-t@r
keukeningang	'k2-k@n-IN-GAN
sfor-vredesmacht	'sfOr-'vre-d@s-mAxt
atletiekwedstrijd	At-l@-'tik-wEt-strE+t
falafel	fa-'la-f@l
molestclausule	mo-'lEst-klA+-zy-l@
stukkie	'stY-ki
telpas	'tEl-pAs
monopolisering	mo-no-po-li-'ze-rIN
zondagswandeling	zOn-dAxs-'wAn-d@-lIN
weerstandsverlaging	'wer-stAnt-sf@r-la-GIN
slaper	'sla-p@r
stuwing	'sty-wIN
naaistiel	'naj-stil
pofklant	'pOf-klAnt
branieschopper	'bra-ni-sxO-p@r
reciprociteit	re-si-pro-si-'tE+t
koerscorrectie	'kurs-kO-rEk-si
polisvoorwaarde	'po-l@s-for-war-d@
tuinderij	tY+n-d@-'rE+
vervolmakingscursus	v@r-'vOl-ma-kINs-kYr-zYs
hooirook	'hoj-rok
managementopleiding	ma-na-Ge-m@n-tOp-'lE+-dIN
straalschimmel	'stral-sxI-m@l
schietschop	'sxit-sxOp
kippenren	'kI-p@-rEn
stuurlast	'styr-lAst
hulpverleningsorganisatie	'hYlp-f@r-le-nINs-Or-Ga-ni-za-tsi
kotbaas	'kOd-bas
puzzeltocht	'pY-z@l-tOxt
speeltuin	'spel-tY+n
kwaadspreker	'kwat-spre-k@r
verbondenheid	v@r-'bOn-d@-hE+t
veldsla	'vElt-sla
tekenschool	'te-k@n-sxol
verruiging	v@-'rY+-GIN
achterspiegel	'Ax-t@rs-pi-G@l
sortie	sOr-'ti
waterblaas	'wa-t@r-blas
rampenbestrijding	'rAm-p@m-bEs-trE+-dIN
arrangeur	A-rAn-'Z2r
pakknecht	'pA-knExt
pvda-fractieleider	'pe-ve-de-'ja-frAk-si-lE+-d@r
inkijk	'IN-kE+k
mengbevolking	'mEN-b@-vOl-kIN
kerstshow	'kErsts-hOw
krinkel	'krIN-k@l
exportmarkt	Eks-'pOrt-mArkt
speeltuinvereniging	'spel-tY+n-v@-re-n@-GIN
pekelzonde	'pe-k@l-zOn-d@
warmtelamp	'wArm-t@-lAmp
schilderles	'sxIl-d@r-lEs
slangenhouder	'slA-N@-hA+-d@r
kantkoek	'kAnt-kuk
schuimlaag	'sxY+m-lax
massa-informatie	'mA-sa-In-fOr-ma-tsi
mannengestalte	'mA-n@-G@-stAl-t@
leescommissie	les-kO-'mI-si
plintconvector	'plInt-kOn-vEk-tOr
koortsperiode	'korts-pe-ri-jo-d@
dievenlantaren	'di-v@-lAn-ta-r@
musette	my-'zE-t@
huiscorrectie	'hY+s-kO-rEk-si
terreinwinst	tE-'rE+n-wInst
cirkeldeling	'sIr-k@l-de-lIN
gedenksteen	x@-'dENk-sten
regieafdeling	re-Gi-'jAv-de-lIN
tuinstoel	'tY+n-stul
vertelstijl	v@r-'tEl-stE+l
inzamelaar	'In-za-m@-lar
dirigeer	di-ri-'Ger
tekenstift	'te-k@n-stIft
wilskracht	'wIls-krAxt
grondstoffenvoorraad	'xrOnt-stO-f@-vo-rat
halfslachtigheid	hAlf-'slAx-t@x-hE+t
rabdomant	rAb-do-'mAnt
fluitenmaker	'flY+-t@-ma-k@r
antropogenetica	An-tro-po-G@-'ne-ti-ka
schakering	sxa-'ke-rIN
weduwerente	'we-dy-w@-rEn-t@
calculatie	kAl-ky-'la-tsi
herenfiets	'he-r@-fits
lijdelijkheid	'lE+-d@-l@k-hE+t
toelatingsmogelijkheid	'tu-la-tINs-mo-G@-l@k-hE+t
gelaatkunde	x@-'lat-kYn-d@
zwaan	'zwan
oppositiepoliticus	O-po-'zit-si-po-li-ti-kYs
commandotoon	kO-'mAn-do-ton
arbeidspsycholoog	'Ar-bE+ts-psi-xo-lox
linnenpers	'lI-n@-pErs
drinkenhal	'drIN-k@-hAl
grinnikerd	'xrI-n@-k@rt
wandbetimmering	'wAnd-b@-tI-m@-rIN
personeelsuitgang	pEr-so-'nels-Y+t-xAN
pistoolgreep	pis-'tol-Grep
deugd	'd2xt
naamgever	'nam-Ge-v@r
boetiek	bu-'tik
uitvaartstoet	'Y+t-fart-stut
stadionramp	sta-di-jOn-'rAmp
